timestamp,call_chain,duration_s
2026-04-24T11:57:10.469872,transferPlate > scanToMarker,3.2957
2026-04-24T11:57:15.636979,transferPlate > pickupPlate > moveToMarker,5.1554
2026-04-24T11:57:21.631364,transferPlate > pickupPlate,11.1499
2026-04-24T11:57:29.969097,transferPlate > placePlate,8.3339
2026-04-24T11:57:38.240027,transferPlate > scanToMarker,5.6159
2026-04-24T11:57:42.464410,transferPlate > pickupPlate > moveToMarker,4.2201
2026-04-24T11:57:48.411887,transferPlate > pickupPlate,10.1676
2026-04-24T11:57:56.253690,transferPlate > placePlate,7.8379
2026-04-24T11:58:00.398159,transferPlate,53.2652
2026-04-24T11:58:13.281223,transferPlate > scanToMarker,2.9489
2026-04-24T11:58:18.219763,transferPlate > pickupPlate > moveToMarker,4.9339
2026-04-24T11:58:24.185475,transferPlate > pickupPlate,10.8996
2026-04-24T11:58:32.113773,transferPlate > placePlate,7.906
2026-04-24T11:58:40.077313,transferPlate > scanToMarker,5.599
2026-04-24T11:58:44.989116,transferPlate > pickupPlate > moveToMarker,4.9
2026-04-24T11:58:51.592513,transferPlate > pickupPlate,11.5034
2026-04-24T11:58:59.350330,transferPlate > placePlate,7.7433
2026-04-24T11:59:03.522570,transferPlate,53.1949
2026-04-24T11:59:45.010073,transferPlate > scanToMarker,2.9472
2026-04-24T11:59:50.169080,transferPlate > pickupPlate > moveToMarker,5.1552
2026-04-24T11:59:56.143551,transferPlate > pickupPlate,11.1297
2026-04-24T12:00:04.462318,transferPlate > placePlate,8.3147
2026-04-24T12:00:12.944491,transferPlate > scanToMarker,5.7101
2026-04-24T12:00:17.287986,transferPlate > pickupPlate > moveToMarker,4.3397
2026-04-24T12:00:23.242811,transferPlate > pickupPlate,10.2945
2026-04-24T12:00:30.941335,transferPlate > placePlate,7.6951
2026-04-24T12:00:35.051308,transferPlate,52.9927
2026-04-24T12:00:53.763799,transferPlate > scanToMarker,2.946
2026-04-24T12:00:59.004554,transferPlate > pickupPlate > moveToMarker,5.2365
2026-04-24T12:01:05.078330,transferPlate > pickupPlate,11.3103
2026-04-24T12:01:13.035579,transferPlate > placePlate,7.9539
2026-04-24T12:01:21.155428,transferPlate > scanToMarker,5.7322
2026-04-24T12:01:25.948610,transferPlate > pickupPlate > moveToMarker,4.7857
2026-04-24T12:01:32.595979,transferPlate > pickupPlate,11.4331
2026-04-24T12:01:40.224683,transferPlate > placePlate,7.6247
2026-04-24T12:01:44.348790,transferPlate,53.5743
2026-04-24T12:02:56.640819,transferPlate > scanToMarker,2.9252
2026-04-24T12:03:01.815235,transferPlate > pickupPlate > moveToMarker,5.1701
2026-04-24T12:03:08.149872,transferPlate > pickupPlate,11.5047
2026-04-24T12:03:16.620323,transferPlate > placePlate,8.4674
2026-04-24T12:03:25.065011,transferPlate > scanToMarker,5.592
2026-04-24T12:03:29.380219,transferPlate > pickupPlate > moveToMarker,4.3078
2026-04-24T12:03:35.382515,transferPlate > pickupPlate,10.3101
2026-04-24T12:03:43.061794,transferPlate > placePlate,7.6738
2026-04-24T12:03:47.215007,transferPlate,53.5288
2026-04-24T12:04:02.265088,transferPlate > scanToMarker,2.9095
2026-04-24T12:04:07.316902,transferPlate > pickupPlate > moveToMarker,5.0481
2026-04-24T12:04:13.334032,transferPlate > pickupPlate,11.0653
2026-04-24T12:04:21.127091,transferPlate > placePlate,7.7813
2026-04-24T12:04:29.309887,transferPlate > scanToMarker,5.7082
2026-04-24T12:04:34.137063,transferPlate > pickupPlate > moveToMarker,4.822
2026-04-24T12:04:40.688061,transferPlate > pickupPlate,11.373
2026-04-24T12:04:48.348540,transferPlate > placePlate,7.6513
2026-04-24T12:04:52.527679,transferPlate,53.2019
2026-04-24T12:05:13.243130,transferPlate > scanToMarker,2.9854
2026-04-24T12:05:18.370641,transferPlate > pickupPlate > moveToMarker,5.1083
2026-04-24T12:05:24.394630,transferPlate > pickupPlate,11.1324
2026-04-24T12:05:32.752703,transferPlate > placePlate,8.3533
2026-04-24T12:05:41.032225,transferPlate > scanToMarker,5.5786
2026-04-24T12:05:45.495366,transferPlate > pickupPlate > moveToMarker,4.4521
2026-04-24T12:05:51.477333,transferPlate > pickupPlate,10.4341
2026-04-24T12:05:59.331538,transferPlate > placePlate,7.8496
2026-04-24T12:06:03.440869,transferPlate,53.1884
2026-04-24T12:06:14.497618,transferPlate > scanToMarker,2.9372
2026-04-24T12:06:19.713707,transferPlate > pickupPlate > moveToMarker,5.2095
2026-04-24T12:06:25.718067,transferPlate > pickupPlate,11.2139
2026-04-24T12:06:33.629500,transferPlate > placePlate,7.9074
2026-04-24T12:06:41.714317,transferPlate > scanToMarker,5.6951
2026-04-24T12:06:46.483790,transferPlate > pickupPlate > moveToMarker,4.7649
2026-04-24T12:06:53.164891,transferPlate > pickupPlate,11.446
2026-04-24T12:07:00.849983,transferPlate > placePlate,7.6794
2026-04-24T12:07:05.079955,transferPlate,53.5614
2026-04-24T12:07:55.946555,transferPlate > scanToMarker,3.1138
2026-04-24T12:08:01.112950,transferPlate > pickupPlate > moveToMarker,5.1587
2026-04-24T12:08:07.069487,transferPlate > pickupPlate,11.1152
2026-04-24T12:08:15.414376,transferPlate > placePlate,8.3376
2026-04-24T12:08:23.753391,transferPlate > scanToMarker,5.6503
2026-04-24T12:08:28.094141,transferPlate > pickupPlate > moveToMarker,4.3348
2026-04-24T12:08:33.996934,transferPlate > pickupPlate,10.2376
2026-04-24T12:08:41.788449,transferPlate > placePlate,7.7876
2026-04-24T12:08:45.932440,transferPlate,53.1288
2026-04-24T12:09:13.517820,transferPlate > scanToMarker,2.894
2026-04-24T12:09:18.660009,transferPlate > pickupPlate > moveToMarker,5.1231
2026-04-24T12:09:24.699227,transferPlate > pickupPlate,11.1623
2026-04-24T12:09:32.579396,transferPlate > placePlate,7.8746
2026-04-24T12:09:40.726793,transferPlate > scanToMarker,5.7048
2026-04-24T12:09:45.531113,transferPlate > pickupPlate > moveToMarker,4.7994
2026-04-24T12:09:52.191488,transferPlate > pickupPlate,11.4598
2026-04-24T12:09:59.850327,transferPlate > placePlate,7.6534
2026-04-24T12:10:04.096070,transferPlate,53.4773
2026-04-24T12:10:25.942880,transferPlate > scanToMarker,3.0919
2026-04-24T12:10:31.029192,transferPlate > pickupPlate > moveToMarker,5.0799
2026-04-24T12:10:37.033491,transferPlate > pickupPlate,11.0842
2026-04-24T12:10:45.307093,transferPlate > placePlate,8.2681
2026-04-24T12:10:53.726605,transferPlate > scanToMarker,5.6366
2026-04-24T12:10:58.176071,transferPlate > pickupPlate > moveToMarker,4.443
2026-04-24T12:11:04.177210,transferPlate > pickupPlate,10.4442
2026-04-24T12:11:11.989652,transferPlate > placePlate,7.798
2026-04-24T12:11:16.199498,transferPlate,53.3525
2026-04-24T12:11:45.294714,transferPlate > scanToMarker,2.8993
2026-04-24T12:11:50.350742,transferPlate > pickupPlate > moveToMarker,5.0505
2026-04-24T12:11:56.315328,transferPlate > pickupPlate,11.0151
2026-04-24T12:12:04.084585,transferPlate > placePlate,7.7651
2026-04-24T12:12:12.211254,transferPlate > scanToMarker,5.7432
2026-04-24T12:12:17.064574,transferPlate > pickupPlate > moveToMarker,4.8455
2026-04-24T12:12:23.700827,transferPlate > pickupPlate,11.4818
2026-04-24T12:12:31.422628,transferPlate > placePlate,7.7169
2026-04-24T12:12:35.586860,transferPlate,53.1952
