marker_id,scan_distance,movement_id,px,py,pz,qx,qy,qz,qw,cam_px,cam_py,cam_pz,cam_qx,cam_qy,cam_qz,cam_qw
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.195655,-0.298453,0.093553,0.488929,0.467297,0.540042,0.500935,-0.019358,-0.017778,0.228875,0.998635,-0.029659,0.010545,0.041691
0,0.2625,1,-0.195655,-0.298453,0.093553,0.488929,0.467297,0.540042,0.500935,-0.019358,-0.017778,0.228875,0.998635,-0.029659,0.010545,0.041691
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.195175,-0.29839,0.093611,0.508898,0.464119,0.517679,0.507567,-0.019293,-0.017835,0.228395,0.999199,-0.026689,-0.015536,0.025456
0,0.2625,1,-0.195655,-0.298453,0.093553,0.488929,0.467297,0.540042,0.500935,-0.019358,-0.017778,0.228875,0.998635,-0.029659,0.010545,0.041691
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.195925,-0.298452,0.093608,0.489382,0.485634,0.538647,0.484277,-0.019357,-0.017833,0.229145,0.99896,-0.028325,0.027105,0.023258
0,0.2625,1,-0.195655,-0.298453,0.093553,0.488929,0.467297,0.540042,0.500935,-0.019358,-0.017778,0.228875,0.998635,-0.029659,0.010545,0.041691
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.194918,-0.29842,0.093547,0.501675,0.460286,0.527616,0.508016,-0.019322,-0.017771,0.228138,0.998861,-0.029761,-0.009091,0.036166
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.195655,-0.298453,0.093553,0.488929,0.467297,0.540042,0.500935,-0.019358,-0.017778,0.228875,0.998635,-0.029659,0.010545,0.041691
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.194918,-0.29842,0.093547,0.501675,0.460286,0.527616,0.508016,-0.019322,-0.017771,0.228138,0.998861,-0.029761,-0.009091,0.036166
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.195964,-0.298545,0.093651,0.50797,0.481116,0.521563,0.488329,-0.01945,-0.017876,0.229183,0.999512,-0.029271,0.004974,0.009723
0,0.2625,1,-0.19579,-0.298548,0.093601,0.505989,0.465813,0.524588,0.501797,-0.019452,-0.017826,0.22901,0.999149,-0.030734,-0.006896,0.026618
0,0.2625,1,-0.195964,-0.298545,0.093651,0.50797,0.481116,0.521563,0.488329,-0.01945,-0.017876,0.229183,0.999512,-0.029271,0.004974,0.009723
0,0.2625,1,-0.195964,-0.298545,0.093651,0.50797,0.481116,0.521563,0.488329,-0.01945,-0.017876,0.229183,0.999512,-0.029271,0.004974,0.009723
0,0.2625,1,-0.195964,-0.298545,0.093651,0.50797,0.481116,0.521563,0.488329,-0.01945,-0.017876,0.229183,0.999512,-0.029271,0.004974,0.009723
0,0.2625,1,-0.195964,-0.298545,0.093651,0.50797,0.481116,0.521563,0.488329,-0.01945,-0.017876,0.229183,0.999512,-0.029271,0.004974,0.009723
