timestamp,call_chain,duration_s
2026-07-09T14:02:16.099915,scrapePlate > scanToMarker,2.3439
2026-07-09T14:02:19.924767,scrapePlate > pickupPlate > moveToMarker,3.8193
2026-07-09T14:02:25.359240,scrapePlate > pickupPlate,9.2538
2026-07-09T14:02:50.327477,scrapePlate > placePlate,5.9025
2026-07-09T14:02:54.037201,scrapePlate,40.2904
2026-07-09T14:02:56.376085,scrapePlate > scanToMarker,2.3198
2026-07-09T14:03:00.240284,scrapePlate > pickupPlate > moveToMarker,3.8562
2026-07-09T14:03:05.662155,scrapePlate > pickupPlate,9.2781
2026-07-09T14:03:30.703011,scrapePlate > placePlate,5.9407
2026-07-09T14:03:34.390880,scrapePlate,40.3432
2026-07-09T14:03:36.736329,scrapePlate > scanToMarker,2.3286
2026-07-09T14:03:40.578819,scrapePlate > pickupPlate > moveToMarker,3.838
2026-07-09T14:03:45.973394,scrapePlate > pickupPlate,9.2326
2026-07-09T14:04:10.888303,scrapePlate > placePlate,5.9038
2026-07-09T14:04:14.535494,scrapePlate,40.1371
2026-07-09T14:04:16.887766,scrapePlate > scanToMarker,2.3326
2026-07-09T14:04:20.735492,scrapePlate > pickupPlate > moveToMarker,3.8433
2026-07-09T14:04:26.163362,scrapePlate > pickupPlate,9.2712
2026-07-09T14:04:51.198709,scrapePlate > placePlate,5.913
2026-07-09T14:04:54.801959,scrapePlate,40.2656
2026-07-09T14:04:57.166958,scrapePlate > scanToMarker,2.3468
2026-07-09T14:05:01.013289,scrapePlate > pickupPlate > moveToMarker,3.8426
2026-07-09T14:05:06.483341,scrapePlate > pickupPlate,9.3126
2026-07-09T14:05:31.554449,scrapePlate > placePlate,5.965
2026-07-09T14:05:35.197591,scrapePlate,40.39
2026-07-09T14:05:37.545434,scrapePlate > scanToMarker,2.3226
2026-07-09T14:05:41.436964,scrapePlate > pickupPlate > moveToMarker,3.8851
2026-07-09T14:05:46.841619,scrapePlate > pickupPlate,9.2898
2026-07-09T14:06:11.778977,scrapePlate > placePlate,5.912
2026-07-09T14:06:15.396359,scrapePlate,40.1935
2026-07-09T14:06:17.735928,scrapePlate > scanToMarker,2.3249
2026-07-09T14:06:21.593573,scrapePlate > pickupPlate > moveToMarker,3.8515
2026-07-09T14:06:27.008877,scrapePlate > pickupPlate,9.2668
2026-07-09T14:06:51.992794,scrapePlate > placePlate,5.9434
2026-07-09T14:06:55.625810,scrapePlate,40.2219
