pose_i,tilt_deg,az_deg,dist_m,n_frames,Pmeas_x,Pmeas_y,Pmeas_z,Pcam_x,Pcam_y,Pcam_z,eef_x,eef_y,eef_z,q_be_x,q_be_y,q_be_z,q_be_w
1,12.0,0.0,0.25,25,0.066496,-0.532354,0.215895,-0.002522,-0.017378,0.256871,0.03308,-0.26825,0.297319,0.6861,0.032567,0.051725,0.724935
2,12.0,90.0,0.25,25,0.047358,-0.527179,0.209579,-0.019701,-0.020658,0.258353,0.081842,-0.285768,0.350137,0.759648,-0.045259,-0.016025,0.64856
3,12.0,180.0,0.25,27,0.051681,-0.522892,0.210965,-0.015769,-0.020109,0.253252,0.137924,-0.275828,0.299623,0.681772,-0.118644,-0.092502,0.715928
4,12.0,270.0,0.25,26,0.063286,-0.530944,0.215363,-0.005294,-0.018244,0.253046,0.089495,-0.258513,0.243489,0.608515,-0.039869,-0.024412,0.792165
5,18.0,0.0,0.25,25,0.07163,-0.532342,0.215809,0.001063,-0.017274,0.258009,0.007579,-0.272581,0.296412,0.682418,0.070334,0.087476,0.722292
6,18.0,90.0,0.25,27,0.038884,-0.522846,0.204676,-0.029991,-0.026201,0.258198,0.080844,-0.299648,0.375439,0.792517,-0.045427,-0.0136,0.608003
7,18.0,180.0,0.25,26,0.050179,-0.519003,0.209497,-0.018462,-0.021424,0.251761,0.162954,-0.284786,0.300826,0.675739,-0.156054,-0.127699,0.709026
8,18.0,270.0,0.25,25,0.06563,-0.530773,0.216459,-0.00237,-0.016927,0.250074,0.08985,-0.259992,0.215102,0.56552,-0.038885,-0.026592,0.823388
9,0.0,0.0,0.2,25,0.061356,-0.525763,0.213254,-0.007157,-0.01845,0.20147,0.082236,-0.316385,0.300374,0.687774,-0.043021,-0.020926,0.724347
