pose_i,tilt_deg,az_deg,dist_m,n_frames,Pmeas_x,Pmeas_y,Pmeas_z,Pcam_x,Pcam_y,Pcam_z,eef_x,eef_y,eef_z,q_be_x,q_be_y,q_be_z,q_be_w
0,0.0,0.0,0.25,18,0.061356,-0.529089,0.215134,-0.007533,0.001458,0.255586,0.088827,-0.263911,0.265161,0.667072,-0.05034,-0.017096,0.743094
1,12.0,0.0,0.25,17,0.066496,-0.530325,0.216636,-0.003737,0.001475,0.255923,0.036035,-0.264672,0.263852,0.664774,0.028039,0.052023,0.744703
2,12.0,90.0,0.25,9,0.054265,-0.526671,0.21312,-0.013885,0.000691,0.254213,0.083854,-0.279397,0.318354,0.741105,-0.051723,-0.012462,0.669278
3,12.0,180.0,0.25,18,0.056881,-0.524124,0.213305,-0.010744,-0.000771,0.253297,0.139981,-0.273637,0.269369,0.661328,-0.12817,-0.087627,0.733852
4,12.0,270.0,0.25,18,0.066193,-0.530283,0.217879,-0.002539,0.000872,0.256824,0.091996,-0.259022,0.211219,0.585627,-0.048299,-0.022214,0.808835
5,18.0,0.0,0.25,19,0.069114,-0.531991,0.217421,-0.001004,0.001959,0.257523,0.009146,-0.269757,0.263417,0.66137,0.066122,0.086509,0.742115
6,18.0,90.0,0.25,19,0.048386,-0.526458,0.210746,-0.020721,-0.001045,0.254837,0.082352,-0.291699,0.343531,0.775041,-0.053042,-0.009615,0.629608
7,18.0,180.0,0.25,20,0.055489,-0.520044,0.212506,-0.014078,-0.001322,0.251736,0.165541,-0.282246,0.27159,0.655758,-0.165712,-0.121459,0.726477
8,18.0,270.0,0.25,18,0.067548,-0.525326,0.234472,0.000933,0.031407,0.260531,0.094414,-0.262721,0.182202,0.561532,-0.051839,-0.027538,0.82537
