marker_id,scan_distance,movement_id,px,py,pz,qx,qy,qz,qw,cam_px,cam_py,cam_pz,cam_qx,cam_qy,cam_qz,cam_qw
0,0.2625,1,-0.194404,-0.30118,0.09317,0.504955,0.474182,0.518086,0.501757,-0.021431,-0.018308,0.227772,0.999545,-0.022054,-0.006112,0.019627
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.194457,-0.301171,0.093213,0.506799,0.487154,0.514996,0.490526,-0.021423,-0.018351,0.227826,0.99977,-0.020551,0.003502,0.005045
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.195098,-0.301183,0.093214,0.510261,0.476961,0.516127,0.495737,-0.021436,-0.018353,0.228467,0.999597,-0.02534,-0.005359,0.01159
0,0.2625,1,-0.194539,-0.301185,0.093262,0.494565,0.467664,0.530193,0.505561,-0.021436,-0.0184,0.227907,0.999056,-0.024293,-1e-06,0.036026
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.194389,-0.301128,0.093116,0.527229,0.490012,0.494924,0.486793,-0.021379,-0.018254,0.227758,-0.999515,0.021131,0.01349,0.018476
0,0.2625,1,-0.194038,-0.301037,0.09306,0.517162,0.478523,0.506074,0.497442,-0.021288,-0.018197,0.227407,0.999653,-0.022115,-0.013918,0.003201
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.194539,-0.301185,0.093262,0.494565,0.467664,0.530193,0.505561,-0.021436,-0.0184,0.227907,0.999056,-0.024293,-1e-06,0.036026
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.194038,-0.301037,0.09306,0.517162,0.478523,0.506074,0.497442,-0.021288,-0.018197,0.227407,0.999653,-0.022115,-0.013918,0.003201
0,0.2625,1,-0.194539,-0.301185,0.093262,0.494565,0.467664,0.530193,0.505561,-0.021436,-0.0184,0.227907,0.999056,-0.024293,-1e-06,0.036026
0,0.2625,1,-0.194336,-0.301056,0.093165,0.506279,0.472534,0.51905,0.500979,-0.021307,-0.018303,0.227705,0.999482,-0.024411,-0.006728,0.01988
0,0.2625,1,-0.194404,-0.30118,0.09317,0.504955,0.474182,0.518086,0.501757,-0.021431,-0.018308,0.227772,0.999545,-0.022054,-0.006112,0.019627
0,0.2625,1,-0.194389,-0.301128,0.093116,0.527229,0.490012,0.494924,0.486793,-0.021379,-0.018254,0.227758,-0.999515,0.021131,0.01349,0.018476
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.194578,-0.301152,0.093091,0.523479,0.4799,0.500386,0.495257,-0.021404,-0.018229,0.227947,-0.999564,0.022823,0.018152,0.004577
0,0.2625,1,-0.195098,-0.301183,0.093214,0.510261,0.476961,0.516127,0.495737,-0.021436,-0.018353,0.228467,0.999597,-0.02534,-0.005359,0.01159
