timestamp,call_chain,duration_s
2026-04-23T14:58:50.899337,scanMarkerApproach > scanToMarker,6.0269
2026-04-23T14:58:56.969258,scanMarkerApproach > scanToMarker,4.0684
2026-04-23T14:59:01.582533,scanMarkerApproach > scanToMarker,3.5605
2026-04-23T14:59:06.155818,scanMarkerApproach > scanToMarker,3.5651
2026-04-23T14:59:10.140346,scanMarkerApproach > scanToMarker,2.9813
2026-04-23T14:59:11.148944,scanMarkerApproach,26.2766
2026-04-23T14:59:16.824076,scanMarkerApproach > scanToMarker,5.6734
2026-04-23T14:59:23.223675,scanMarkerApproach > scanToMarker,4.3818
2026-04-23T14:59:28.496912,scanMarkerApproach > scanToMarker,4.2428
2026-04-23T14:59:33.538912,scanMarkerApproach > scanToMarker,3.896
2026-04-23T14:59:38.056183,scanMarkerApproach > scanToMarker,3.4447
2026-04-23T14:59:39.095545,scanMarkerApproach,27.9449
2026-04-23T14:59:44.105379,startup,60.8946
